Date,Open,High,Low,Close,Adj Close,Volume
2017-06-05,428.000000,433.450012,428.000000,429.350006,381.491638,2816618
2017-06-06,437.750000,454.799988,433.049988,444.725006,395.152802,13253770
2017-06-07,446.674988,447.450012,432.274994,440.250000,391.176697,6733948
2017-06-08,440.000000,440.200012,432.500000,434.174988,385.778748,2830620
2017-06-09,433.274994,436.450012,428.299988,430.375000,382.402283,2701028
2017-06-12,431.399994,434.325012,426.024994,432.774994,384.534851,2065426
2017-06-13,431.000000,432.450012,421.149994,423.575012,376.360352,2487790
2017-06-14,424.750000,428.024994,420.500000,426.825012,379.247986,1801536
2017-06-15,426.500000,426.500000,420.750000,422.200012,375.138672,3547290
2017-06-16,421.000000,423.500000,417.500000,419.500000,372.739563,3824660
2017-06-19,419.750000,422.950012,415.149994,421.250000,374.294403,1690856
2017-06-20,422.500000,427.524994,421.500000,427.125000,379.514648,2082258
2017-06-21,427.000000,427.000000,419.049988,421.725006,374.716553,1819308
2017-06-22,424.500000,427.000000,418.100006,424.575012,377.248810,2895584
2017-06-23,425.000000,429.000000,421.174988,425.924988,378.448364,2161888
2017-06-27,426.000000,429.500000,416.600006,420.100006,373.272736,2184790
2017-06-28,419.250000,428.625000,416.649994,424.200012,376.915649,2476764
2017-06-29,425.950012,428.500000,421.250000,423.799988,376.560211,2984220
2017-06-30,424.225006,427.975006,419.200012,425.450012,378.026306,2257114
2017-07-03,426.000000,426.975006,416.149994,419.075012,372.361938,3953676
2017-07-04,424.200012,424.975006,419.000000,420.774994,373.872345,1981500
2017-07-05,419.500000,420.600006,417.549988,418.750000,372.073181,2420508
2017-07-06,420.000000,421.200012,417.850006,420.325012,373.472595,1373060
2017-07-07,420.250000,420.250000,414.399994,415.950012,369.585266,2303234
2017-07-10,419.200012,426.899994,419.000000,424.825012,377.471008,390438
2017-07-11,422.825012,434.500000,422.825012,425.325012,377.915283,2993400
2017-07-12,425.049988,429.250000,423.024994,427.000000,379.403534,1205956
2017-07-13,428.049988,431.950012,427.750000,429.299988,381.447174,1912818
2017-07-14,430.000000,430.200012,422.524994,425.174988,377.782043,1288116
2017-07-17,424.500000,435.000000,421.950012,434.049988,385.667664,1818014
2017-07-18,434.549988,442.149994,434.174988,440.350006,391.265472,1977378
2017-07-19,442.500000,449.799988,442.500000,447.700012,397.796204,2912888
2017-07-20,449.500000,449.500000,441.200012,442.825012,393.464569,1613768
2017-07-21,442.000000,454.000000,442.000000,452.475006,402.038910,2483620
2017-07-24,452.475006,456.000000,450.600006,453.700012,403.127350,3004440
2017-07-25,451.000000,452.450012,443.000000,447.524994,397.640717,3584666
2017-07-26,446.500000,451.750000,442.000000,446.350006,396.596619,3023714
2017-07-27,451.500000,464.000000,442.674988,445.125000,395.508179,9319652
2017-07-28,444.000000,448.450012,420.500000,446.549988,396.774414,3042762
2017-07-31,444.000000,449.000000,439.225006,446.450012,396.685547,1894566
2017-08-01,444.500000,449.000000,439.000000,442.100006,392.820343,2664554
2017-08-02,444.000000,446.500000,438.450012,441.000000,391.843018,1658180
2017-08-03,441.100006,442.200012,435.475006,437.875000,389.950562,2544010
2017-08-04,437.500000,447.250000,436.549988,445.325012,396.585266,1141420
2017-08-07,445.000000,447.350006,440.700012,443.000000,394.514709,1646970
2017-08-08,441.299988,442.700012,438.049988,441.000000,392.733582,1731896
2017-08-09,435.500000,442.325012,435.500000,439.375000,391.286438,1071692
2017-08-10,436.524994,443.000000,435.399994,441.450012,393.134338,1693074
2017-08-11,439.049988,444.600006,432.274994,436.149994,388.414368,3384860
2017-08-14,436.500000,439.200012,428.024994,430.049988,382.981964,808098
2017-08-16,432.000000,434.325012,425.500000,432.250000,384.941223,2250010
2017-08-17,436.200012,437.549988,430.375000,435.700012,388.013672,1602350
2017-08-18,436.924988,442.350006,431.774994,438.125000,390.173157,2129910
2017-08-21,438.875000,442.500000,435.100006,437.024994,389.193634,1339674
2017-08-22,440.500000,443.125000,436.649994,437.924988,389.995178,1506462
2017-08-23,438.950012,441.475006,431.500000,440.000000,391.843018,1509778
2017-08-24,442.000000,442.000000,433.000000,433.750000,386.276978,1624246
2017-08-28,434.149994,437.274994,428.924988,433.825012,386.343842,1792508
2017-08-29,434.000000,434.799988,425.000000,426.274994,379.620117,1945588
2017-08-30,428.500000,429.000000,421.625000,424.600006,378.128540,3387850
2017-08-31,425.000000,435.200012,420.100006,432.649994,385.297394,5019082
2017-09-01,431.799988,442.500000,427.500000,432.875000,385.497833,1600518
2017-09-04,436.950012,436.950012,428.500000,430.299988,383.204651,1149942
2017-09-05,429.000000,431.250000,424.200012,429.950012,382.893005,1095614
2017-09-06,431.500000,436.000000,423.100006,425.524994,378.952271,1658772
2017-09-07,428.700012,431.850006,425.625000,429.649994,382.625793,2949318
2017-09-08,433.450012,434.750000,428.049988,429.750000,382.714844,2320104
2017-09-11,431.000000,433.649994,426.000000,430.350006,383.249207,1439608
2017-09-12,433.500000,433.500000,428.075012,432.024994,384.740906,1698738
2017-09-13,432.000000,437.500000,430.850006,435.649994,387.969116,2237308
2017-09-14,438.000000,441.024994,435.649994,440.399994,392.199188,2327652
2017-09-15,440.899994,446.674988,434.149994,443.524994,394.982178,3502380
2017-09-18,445.000000,449.250000,444.500000,448.674988,399.568634,1361938
2017-09-19,449.000000,449.000000,444.625000,446.825012,397.921143,1095726
2017-09-20,447.500000,448.325012,442.500000,444.725006,396.050903,1792966
2017-09-21,445.399994,447.000000,434.524994,435.149994,387.523834,5197522
2017-09-22,435.000000,445.000000,434.799988,442.225006,393.824463,6281534
2017-09-25,440.000000,442.000000,435.049988,437.024994,389.193634,3550896
2017-09-26,439.450012,443.450012,432.149994,436.825012,389.015503,3446850
2017-09-27,437.975006,440.475006,436.049988,437.325012,389.460846,2541882
2017-09-28,437.325012,440.375000,430.825012,437.600006,389.705658,6193068
2017-09-29,438.500000,443.125000,433.350006,437.399994,389.527557,2360270
2017-10-03,439.225006,443.725006,438.375000,441.274994,392.978455,2684244
2017-10-04,441.950012,444.225006,439.000000,443.299988,394.781769,1240900
2017-10-05,444.000000,450.850006,442.575012,446.575012,397.698395,3552176
2017-10-06,443.899994,454.500000,443.899994,453.950012,404.266174,3640948
2017-10-09,453.875000,453.875000,448.725006,451.399994,401.995239,1206462
2017-10-10,452.500000,458.500000,448.549988,449.799988,400.570343,3423160
2017-10-11,449.750000,458.000000,449.750000,454.475006,404.733765,4337494
2017-10-12,456.000000,460.000000,453.149994,458.000000,407.872894,2076624
2017-10-13,459.875000,468.000000,456.950012,463.250000,412.548401,2210684
2017-10-16,463.250000,466.450012,460.000000,461.500000,410.989838,1651154
2017-10-17,459.149994,466.924988,459.149994,461.649994,411.123413,960424
2017-10-18,463.000000,465.500000,458.899994,461.850006,411.301605,1160686
2017-10-19,458.299988,463.000000,458.299988,461.149994,410.678192,58388
2017-10-23,461.399994,471.899994,461.049988,468.625000,417.335144,3597394
2017-10-24,469.500000,469.750000,454.024994,457.274994,407.227234,3155652
2017-10-25,447.200012,462.000000,438.000000,453.524994,403.887787,6147680
2017-10-26,453.375000,455.000000,429.000000,434.524994,386.967194,11565142
2017-10-27,435.024994,435.899994,426.125000,427.475006,380.688873,4592368
2017-10-30,430.000000,431.725006,416.000000,418.174988,372.406708,7251452
2017-10-31,420.000000,430.325012,418.500000,427.899994,381.067322,2958728
2017-11-01,430.000000,430.325012,419.000000,420.325012,375.198242,3257662
2017-11-02,422.200012,430.000000,420.575012,428.950012,382.897308,2965682
2017-11-03,430.000000,430.000000,422.475006,423.575012,378.099335,2761172
2017-11-06,426.000000,427.625000,418.799988,422.524994,377.161987,2273368
2017-11-07,425.000000,440.000000,422.149994,438.375000,391.310394,5960612
2017-11-08,441.000000,442.375000,432.674988,439.299988,392.136047,3821814
2017-11-09,439.750000,444.225006,436.225006,437.975006,390.953339,1600452
2017-11-10,440.475006,440.475006,431.350006,433.524994,386.980957,3070800
2017-11-13,432.250000,439.200012,432.250000,434.750000,388.074493,5322040
2017-11-14,434.000000,442.424988,433.049988,434.899994,388.208466,2012894
2017-11-15,438.500000,438.500000,423.000000,424.174988,378.634888,3122146
2017-11-16,424.850006,429.350006,419.350006,425.950012,380.219330,2181070
2017-11-17,424.450012,428.100006,419.250000,420.000000,374.908112,3096988
2017-11-20,421.500000,424.225006,418.450012,421.075012,375.867706,2260478
2017-11-21,421.549988,423.100006,417.549988,418.850006,373.881561,2987142
2017-11-22,419.274994,422.149994,417.200012,421.075012,375.867706,2269436
2017-11-23,424.000000,428.000000,421.100006,426.850006,381.022705,2332448
2017-11-24,427.500000,431.750000,427.500000,429.200012,383.120483,1646756
2017-11-27,428.750000,431.500000,426.549988,430.350006,384.147003,1592740
2017-11-28,430.500000,432.024994,428.399994,429.625000,383.499786,2108650
2017-11-29,430.000000,431.475006,423.075012,426.575012,380.777222,1523670
2017-11-30,425.000000,428.950012,421.149994,424.000000,378.478607,6822606
2017-12-01,423.500000,424.975006,413.549988,415.000000,370.444916,2768524
2017-12-04,418.000000,424.850006,412.424988,423.975006,378.456360,1793768
2017-12-05,423.950012,426.450012,419.549988,424.000000,378.478607,1980098
2017-12-06,422.750000,430.075012,422.500000,429.299988,383.209625,3179456
2017-12-07,430.075012,433.500000,426.799988,431.750000,385.396606,2450146
2017-12-08,434.850006,436.399994,431.700012,435.225006,388.498566,1739846
2017-12-11,437.250000,441.000000,435.875000,440.000000,392.760925,1597008
2017-12-12,440.500000,440.899994,435.125000,437.600006,390.618561,2921624
2017-12-13,435.000000,436.774994,431.524994,433.174988,386.668579,8609940
2017-12-14,431.500000,442.524994,431.100006,441.424988,394.032867,6365040
2017-12-15,444.450012,448.225006,442.500000,445.899994,398.027435,4469222
2017-12-18,444.049988,445.875000,437.875000,442.500000,394.992584,2615662
2017-12-19,444.500000,444.500000,432.500000,434.725006,388.052246,3971188
2017-12-20,435.000000,437.500000,432.000000,434.924988,388.230743,2109744
2017-12-21,437.000000,446.000000,435.725006,445.125000,397.335724,2859366
2017-12-22,445.500000,446.450012,439.049988,443.450012,395.840454,2104074
2017-12-26,441.049988,446.649994,441.024994,444.225006,396.532288,2127136
2017-12-27,443.000000,445.799988,440.274994,441.825012,394.389984,801620
2017-12-28,441.000000,445.424988,437.799988,439.149994,392.002167,2319726
2017-12-29,439.149994,450.875000,437.500000,445.250000,397.447235,3093850
2018-01-01,444.500000,445.350006,437.975006,439.350006,392.180664,1286288
2018-01-02,438.450012,447.500000,438.424988,446.399994,398.473846,1906518
2018-01-03,446.500000,453.899994,446.500000,448.649994,400.482208,2583906
2018-01-04,448.000000,449.725006,441.524994,446.549988,398.607727,1193460
2018-01-05,444.125000,451.500000,441.149994,450.024994,401.709534,1492292
2018-01-08,450.075012,451.700012,447.549988,450.250000,401.910431,2353168
2018-01-09,450.250000,451.424988,442.500000,446.924988,398.942352,2504270
2018-01-10,446.000000,459.000000,445.549988,457.924988,408.761383,3400572
2018-01-11,459.500000,462.450012,455.024994,458.450012,409.230103,4243446
2018-01-12,459.250000,464.000000,456.125000,462.950012,413.246948,1980698
2018-01-15,462.500000,465.549988,452.750000,454.625000,405.815704,2536486
2018-01-16,457.049988,477.500000,455.000000,474.625000,423.668488,8963404
2018-01-17,475.000000,481.799988,471.649994,476.424988,425.275269,5498922
2018-01-18,476.500000,479.825012,470.250000,477.125000,425.900085,1869500
2018-01-19,478.500000,483.500000,473.075012,479.149994,427.707703,4748438
2018-01-22,480.000000,487.450012,472.500000,483.174988,431.300598,4431318
2018-01-23,484.975006,500.000000,484.274994,497.674988,444.243805,5015202
2018-01-24,497.000000,520.349976,496.000000,509.225006,454.553772,9269776
2018-01-25,509.399994,510.000000,495.024994,504.774994,450.581482,5307454
2018-01-29,505.000000,510.500000,502.524994,506.024994,452.593933,4013296
2018-01-30,508.750000,508.750000,499.000000,500.200012,447.384033,2711352
2018-01-31,499.975006,508.950012,490.850006,493.274994,441.190216,3221144
2018-02-01,491.049988,507.475006,484.500000,492.450012,440.452362,3055658
2018-02-02,490.000000,503.850006,488.924988,495.450012,443.135590,3345056
2018-02-05,495.000000,500.899994,490.000000,496.575012,444.141846,2177578
2018-02-06,482.475006,484.375000,474.024994,476.924988,426.566650,3310994
2018-02-07,479.100006,479.500000,461.000000,469.274994,419.724365,4051696
2018-02-08,472.875000,481.500000,468.750000,472.174988,422.318146,2896536
2018-02-09,467.500000,485.299988,461.274994,482.000000,431.105804,3456506
2018-02-12,482.750000,486.375000,468.674988,469.575012,419.992706,2975588
2018-02-14,469.899994,479.899994,465.149994,468.899994,419.388947,2889532
2018-02-15,472.000000,474.825012,466.000000,469.850006,420.238708,2281842
2018-02-16,472.500000,485.475006,465.500000,468.549988,419.075928,5698140
2018-02-19,468.924988,469.850006,450.049988,457.100006,408.835022,2925546
2018-02-20,458.000000,462.600006,452.500000,453.725006,405.816376,2462802
2018-02-21,459.000000,473.899994,456.000000,471.450012,421.669739,5569512
2018-02-22,471.500000,481.500000,465.774994,470.500000,420.820038,8186574
2018-02-23,474.450012,483.950012,471.450012,477.799988,427.349274,5675166
2018-02-26,477.950012,482.549988,471.524994,473.024994,423.078430,2112112
2018-02-27,476.500000,479.299988,472.000000,474.950012,424.800232,2879428
2018-02-28,477.450012,479.174988,467.899994,470.149994,420.506958,5119548
2018-03-01,471.899994,476.225006,469.000000,471.399994,421.625000,2772230
2018-03-05,471.399994,472.325012,458.899994,466.049988,416.839935,3747704
2018-03-06,469.000000,476.500000,463.250000,466.399994,417.152954,2929756
2018-03-07,469.000000,476.399994,466.899994,474.774994,424.643646,5695220
2018-03-08,476.500000,482.000000,472.774994,475.325012,425.135590,4238350
2018-03-09,475.000000,477.924988,470.000000,471.500000,421.714478,1464728
2018-03-12,475.000000,488.000000,474.500000,483.825012,432.738129,4946236
2018-03-13,483.825012,484.500000,472.799988,478.500000,427.975311,2513508
2018-03-14,481.000000,484.075012,480.000000,482.524994,431.575287,2354082
2018-03-15,484.000000,486.299988,477.625000,479.575012,428.936829,2590154
2018-03-16,480.000000,489.774994,473.524994,483.799988,432.715668,9482072
2018-03-19,481.350006,481.799988,460.500000,463.250000,414.335571,3318748
2018-03-20,462.500000,473.875000,457.799988,468.600006,419.120667,3707786
2018-03-21,472.500000,474.950012,463.225006,468.674988,419.187714,3818980
2018-03-22,470.500000,474.450012,462.500000,465.274994,416.146759,3095286
2018-03-23,452.500000,480.274994,451.774994,478.700012,428.154236,5478072
2018-03-26,478.600006,485.500000,472.500000,483.524994,432.469818,3571336
2018-03-27,487.500000,489.450012,477.250000,486.024994,434.705811,2495200
2018-03-28,480.774994,490.799988,477.524994,484.299988,433.162842,4620172
2018-04-02,483.149994,492.450012,482.399994,489.750000,438.037415,1295646
2018-04-03,486.250000,494.500000,481.524994,484.625000,433.453522,2036000
2018-04-04,490.500000,490.625000,474.750000,479.625000,428.981506,1804780
2018-04-05,485.000000,492.100006,478.274994,481.024994,430.233704,2805104
2018-04-06,486.000000,486.000000,475.299988,476.325012,426.029938,2515810
2018-04-09,477.149994,481.325012,474.000000,476.625000,426.298279,1708072
2018-04-10,476.549988,480.975006,471.774994,474.225006,424.151703,2431772
2018-04-11,477.500000,488.850006,475.674988,483.649994,432.581482,3716964
2018-04-12,483.975006,506.500000,483.649994,505.024994,451.699554,8182766
2018-04-13,507.250000,510.000000,494.125000,495.625000,443.292084,6361110
2018-04-16,489.500000,503.375000,488.049988,499.950012,447.160431,3824528
2018-04-17,498.524994,508.000000,498.524994,505.500000,452.124390,3729906
2018-04-18,507.450012,507.899994,496.500000,498.424988,445.796448,2008262
2018-04-19,502.500000,510.750000,499.500000,509.274994,455.500824,2301628
2018-04-20,510.000000,537.099976,509.950012,531.174988,475.088501,9490598
2018-04-23,531.000000,554.000000,527.500000,544.000000,486.559021,9086924
2018-04-24,542.450012,549.875000,529.049988,530.974976,474.909515,3993618
2018-04-25,530.924988,540.750000,523.000000,534.400024,477.972870,3002280
2018-04-26,528.000000,544.174988,525.825012,538.650024,481.774292,6052212
2018-04-27,538.500000,545.325012,517.500000,520.825012,465.831268,4764608
2018-04-30,524.450012,539.500000,522.525024,526.375000,470.795227,3147666
2018-05-02,525.000000,525.974976,497.750000,500.250000,447.428711,15014958
2018-05-03,498.500000,498.500000,460.000000,462.850006,413.977844,15276024
2018-05-04,461.475006,472.000000,453.850006,464.924988,415.833679,8365006
2018-05-07,468.399994,470.325012,460.524994,464.100006,415.095825,2576842
2018-05-08,465.100006,466.500000,453.549988,460.049988,411.473480,4080268
2018-05-09,462.000000,468.325012,460.399994,463.750000,415.686401,2757280
2018-05-10,466.450012,468.950012,463.049988,465.100006,416.896393,3741482
2018-05-11,465.600006,469.125000,465.549988,466.424988,418.084137,2117402
2018-05-14,468.700012,468.700012,460.225006,462.649994,414.700378,3132296
2018-05-15,460.149994,466.350006,455.774994,462.500000,414.565857,4239330
2018-05-16,461.250000,465.450012,458.250000,460.125000,412.437012,1963972
2018-05-17,463.450012,463.450012,452.350006,454.875000,407.731171,2899904
2018-05-18,452.500000,459.000000,443.549988,445.350006,399.193390,3517726
2018-05-21,446.000000,450.274994,443.500000,447.975006,401.546295,2942476
2018-05-22,445.174988,455.850006,444.774994,452.450012,405.557495,2485094
2018-05-23,452.500000,459.200012,445.924988,447.174988,400.829163,3734828
2018-05-24,452.975006,458.950012,450.100006,455.850006,408.605133,6309330
2018-05-25,458.950012,461.924988,456.000000,458.000000,410.532257,2089082
2018-05-28,458.000000,458.500000,445.500000,447.250000,400.896454,2651764
2018-05-29,449.500000,454.750000,447.500000,452.549988,405.647064,1985832
2018-05-30,453.500000,455.899994,448.799988,453.674988,406.655548,2374048
2018-05-31,454.000000,457.399994,450.524994,455.174988,408.000031,5618644
2018-06-01,455.000000,461.950012,450.000000,452.424988,405.535095,1939062
2018-06-04,453.500000,458.450012,449.575012,450.350006,403.675110,1505886
2018-06-05,452.975006,455.100006,440.024994,442.524994,396.661133,2547736
2018-06-06,445.975006,458.899994,445.000000,454.475006,407.372589,2337712
2018-06-07,452.500000,463.000000,452.500000,460.674988,412.929993,2137298
2018-06-08,460.500000,467.950012,458.924988,464.350006,416.224182,2268428
2018-06-11,466.500000,471.250000,453.875000,455.799988,408.560303,4105194
2018-06-12,456.475006,462.000000,455.825012,457.399994,409.994476,2961048
2018-06-13,460.000000,462.899994,457.024994,461.850006,413.983185,2113706
2018-06-14,464.000000,470.000000,460.524994,468.475006,419.921661,3755080
2018-06-15,468.475006,477.000000,465.524994,474.149994,425.008453,6186584
2018-06-18,477.250000,478.674988,465.625000,466.600006,418.240936,2653666
2018-06-19,466.450012,470.274994,457.700012,460.225006,412.526672,2812474
2018-06-20,460.500000,464.375000,453.200012,455.475006,408.269012,2820262
2018-06-21,456.049988,458.500000,449.549988,451.274994,404.504181,3208902
2018-06-22,453.524994,460.899994,450.924988,452.399994,405.512604,4036700
2018-06-25,452.450012,458.750000,452.000000,454.450012,407.350159,4255720
2018-06-26,454.500000,457.750000,453.299988,455.200012,408.022491,3249236
2018-06-27,456.100006,462.500000,455.149994,460.524994,412.795593,5751028
2018-06-28,463.225006,464.975006,452.450012,454.799988,407.663910,13566568
2018-06-29,457.049988,464.375000,456.674988,463.125000,415.126099,6059554
2018-07-02,463.500000,466.225006,460.424988,463.049988,415.058899,1776396
2018-07-03,465.000000,469.950012,458.575012,468.750000,420.168121,2054476
2018-07-04,468.475006,469.250000,462.000000,462.825012,414.857178,1547894
2018-07-05,464.049988,467.750000,460.500000,465.524994,417.277374,3416140
2018-07-06,467.500000,474.774994,461.500000,471.950012,423.036469,5055508
2018-07-09,474.500000,482.500000,472.950012,480.774994,430.946869,3711984
2018-07-10,497.500000,497.500000,487.524994,489.774994,439.014099,11042854
2018-07-11,491.850006,500.549988,489.575012,496.725006,445.243774,10209714
2018-07-12,502.975006,509.899994,501.000000,503.024994,450.890869,10093442
2018-07-13,498.500000,498.899994,488.000000,491.674988,440.717194,11524056
2018-07-16,492.500000,495.450012,485.100006,486.049988,435.675110,3404444
2018-07-17,488.600006,492.000000,484.500000,490.149994,439.350189,3241946
2018-07-18,492.950012,498.399994,492.024994,494.950012,443.652771,3784400
2018-07-19,495.000000,497.250000,488.250000,491.049988,440.156921,1501536
2018-07-20,491.799988,502.250000,490.274994,499.600006,447.820801,4379550
2018-07-23,501.500000,505.475006,495.549988,502.424988,450.353027,3296730
2018-07-24,500.750000,504.500000,494.575012,495.799988,444.414673,2925630
2018-07-25,496.500000,496.750000,480.000000,482.149994,432.179291,5643672
2018-07-26,482.149994,483.975006,472.524994,476.299988,426.935608,7970088
2018-07-27,479.500000,484.850006,475.250000,481.725006,431.798370,4929768
2018-07-30,486.500000,490.575012,471.549988,473.575012,424.493134,6447110
2018-07-31,475.174988,483.250000,473.674988,482.549988,432.537750,4771570
2018-08-01,484.000000,490.000000,482.500000,489.325012,438.610748,3568096
2018-08-02,488.000000,492.000000,479.274994,480.250000,431.357849,3200706
2018-08-03,483.024994,484.950012,478.725006,481.825012,432.772430,2289018
2018-08-06,484.000000,484.274994,476.500000,478.250000,429.561432,2165794
2018-08-07,480.450012,485.475006,479.549988,484.399994,435.085327,2235882
2018-08-08,484.500000,484.899994,478.625000,482.274994,433.176697,1517966
2018-08-09,483.975006,483.975006,477.549988,478.325012,429.628784,2005458
2018-08-10,480.649994,483.899994,478.149994,483.000000,433.827759,2417448
2018-08-13,482.975006,492.125000,482.750000,491.500000,441.462494,2885640
2018-08-14,494.075012,501.000000,489.500000,499.850006,448.962341,4962034
2018-08-16,498.899994,507.399994,496.149994,498.625000,447.862152,5908118
2018-08-17,500.000000,503.899994,497.524994,501.524994,450.466827,2960410
2018-08-20,502.500000,503.250000,493.500000,494.125000,443.820190,2829604
2018-08-21,500.899994,507.000000,499.174988,502.299988,451.163025,9839198
2018-08-23,505.000000,514.049988,505.000000,512.825012,460.616455,5537558
2018-08-24,515.224976,519.525024,510.075012,511.674988,459.583527,4540390
2018-08-27,513.000000,520.150024,512.500000,519.500000,466.611908,2488450
2018-08-28,520.000000,523.375000,518.450012,520.375000,467.397797,2626156
2018-08-29,519.150024,520.575012,513.500000,516.424988,463.849945,4063384
2018-08-30,514.500000,516.450012,506.774994,508.274994,456.529694,4883942
2018-08-31,510.500000,527.500000,509.750000,523.224976,469.957642,6558672
2018-09-03,526.500000,530.500000,522.299988,524.575012,471.170258,4454306
2018-09-04,525.575012,539.500000,525.500000,538.174988,483.385681,5584742
2018-09-05,537.900024,543.500000,534.000000,539.474976,484.553345,5701112
2018-09-06,537.500000,544.900024,532.700012,544.400024,488.976898,5991810
2018-09-07,543.474976,543.474976,532.674988,536.974976,482.307800,4379878
2018-09-10,538.500000,548.450012,538.500000,544.349976,488.932037,8205078
2018-09-11,545.000000,549.500000,541.000000,542.549988,487.315216,8472420
2018-09-12,546.000000,549.500000,541.049988,543.400024,488.078796,4139134
2018-09-14,542.000000,544.224976,532.599976,535.349976,480.848236,7290574
2018-09-17,535.025024,542.200012,535.025024,539.200012,484.306305,3018112
2018-09-18,540.000000,545.500000,539.200012,541.950012,486.776398,2745526
2018-09-19,541.500000,549.224976,540.549988,543.650024,488.303253,4439812
2018-09-21,545.500000,546.000000,539.275024,542.450012,487.225555,6595630
2018-09-24,542.950012,553.000000,540.275024,548.150024,492.345215,4432578
2018-09-25,551.000000,562.525024,547.150024,558.174988,501.349548,5664544
2018-09-26,560.049988,560.424988,542.575012,545.075012,489.583191,2870394
2018-09-27,546.974976,552.224976,544.250000,546.099976,490.503876,5731064
2018-09-28,546.049988,549.875000,542.750000,543.900024,488.527863,4445086
2018-10-01,542.599976,550.500000,540.500000,549.200012,493.288300,3406600
2018-10-03,549.950012,550.849976,536.900024,545.650024,490.099670,4730720
2018-10-04,542.424988,546.424988,530.500000,538.549988,483.722473,3891118
2018-10-05,536.000000,549.000000,535.049988,542.000000,486.821289,2895914
2018-10-08,535.000000,542.275024,524.000000,536.049988,481.477020,2311830
2018-10-09,533.250000,539.525024,521.724976,534.200012,479.815399,2694524
2018-10-10,529.500000,531.525024,519.275024,525.900024,472.360413,4523678
2018-10-11,512.750000,512.750000,499.000000,504.500000,453.138947,6266576
2018-10-12,501.649994,503.500000,487.250000,492.575012,442.428009,4651748
2018-10-15,490.000000,503.075012,490.000000,501.475006,450.421967,3614908
2018-10-16,500.000000,506.250000,494.524994,501.700012,450.624023,3003220
2018-10-17,503.500000,518.000000,503.500000,512.125000,459.987701,3253970
2018-10-19,508.000000,509.700012,476.649994,479.250000,430.459564,6869592
2018-10-22,482.000000,493.950012,478.575012,490.024994,440.137604,3774108
2018-10-23,485.000000,491.799988,473.799988,475.774994,427.338409,2948962
2018-10-24,487.500000,495.274994,472.899994,490.350006,440.429565,8442982
2018-10-25,489.399994,505.725006,484.000000,502.424988,451.275208,6176258
2018-10-26,499.975006,499.975006,481.000000,483.299988,434.097260,3615756
2018-10-29,482.600006,495.975006,476.875000,492.825012,442.652588,2786080
2018-10-30,493.649994,508.475006,488.350006,502.424988,452.192749,6121068
2018-10-31,502.649994,532.849976,501.000000,527.799988,475.030701,6582228
2018-11-01,527.500000,528.724976,501.750000,504.450012,454.015320,3946070
2018-11-02,508.000000,514.750000,497.575012,502.299988,452.080353,5575206
2018-11-05,502.750000,512.075012,501.899994,510.375000,459.347961,1938928
2018-11-06,511.375000,521.000000,506.799988,514.450012,463.015533,2921884
2018-11-07,514.500000,517.424988,513.375000,515.775024,464.208008,139254
2018-11-09,521.500000,523.500000,506.750000,513.950012,462.565613,7343566
2018-11-12,516.224976,529.500000,516.025024,518.400024,466.570587,4782454
